7435017,1718960,14/07/15 02:15,1,1,0,8510836,7435017,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-13 22:15:01|0d73|56uRSHIFT|15u73|65dSPACE|97uSPACE|135d67|32d69|88u67|79u69|618d82|143u82|112d84|88u84|121d73|101u73|42d70|80u70|192d89|111u89|33dSPACE|104uSPACE|472d84|103u84|19d72|70d73|79u72|50u73|7d83|79u83|33dSPACE|113uSPACE|96d83|87d85|7u83|113u85|120d66|104u66|263d77|98u77|128d73|95d83|9u73|79u83|105d83|86u83|25d73|73d79|70u73|49u79|96d78|122dSPACE|15u78|54uSPACE|58d65|104u65|80d83|71u83|64dSPACE|104uSPACE|23d77|136u77|241d89|96u89|48dSPACE|74uSPACE|150d79|96u79|16d87|72u87|81d78|95dSPACE|8u78|71uSPACE|192d79|56d82|41u79|48u82|127d73|83d71|37u73|32u71|80d73|97u73|112d78|73d65|38u78|49u65|168d76|119u76|16dSPACE|80uSPACE|88d67|129u67|299dBACKSPACE|93uBACKSPACE|26d87|134u87|39d79|121u79|16d82|87u82|65d75|111u75|75dSPACE|94uSPACE|335d67|89d79|15u67|80u79|121d77|95u77|184d80|74u80|110d76|80d69|16u76|81u69|114d84|119u84|38d69|104u69|105d68|55u68|49dSPACE|135uSPACE|72d73|104u73|112d78|64dSPACE|41u78|73uSPACE|64d65|87u65|135d67|57u67|95d67|97u67|79d79|88u79|2d82|94u82|96d68|80u68|162d65|102u65|24d78|104d67|8u78|96d69|40u67|79u69|25dSPACE|104uSPACE|72d87|115u87|31d73|103u73|16d84|87u84|48d72|8dSPACE|104d84|7u72|26uSPACE|55u84|65d72|63d69|17u72|54u69|67dSPACE|85uSPACE|73dRSHIFT|121d67|55uRSHIFT|64u67|66d79|110u79|96d85|96d82|8u85|75u82|149d83|105u83|87d69|104u69|73d82|71u82|145d65|78u65|49dSPACE|92uSPACE|86dRSHIFT|142d72|71uRSHIFT|24u72|97d79|103u79|185d78|130d79|69u78|49u79|8d82|74u82|65dSPACE|92uSPACE|64dRSHIFT|80d67|96uRSHIFT|56u67|105d79|128u79|8d68|121u68|111d69|105u69|1583dTAB|1127uTAB|57uRSHIFT|176d91|432d65|336d67|191u91|153dTAB|26174uTAB|64uRSHIFT|280d39|152u39|2336d190|88u190,"50.253.16.53, 216.137.32.8"
7435017,1718960,14/07/15 02:15,1,1,0,8510837,7435017,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-13 22:15:26|0d73|71u73|8uRSHIFT|88dSPACE|234d67|17uSPACE|29d69|121u67|7u69|225d82|127u82|88d84|96u84|97d73|95u73|24d70|104u70|128d89|113u89|15dSPACE|121uSPACE|191d84|89u84|56d72|63d73|82u72|62u73|2d83|88u83|54dSPACE|114uSPACE|78d83|96u83|16d85|113u85|119d66|104u66|193d77|103u77|129d73|95d83|8u73|55u83|97d83|104u83|8d73|72d79|57u73|39u79|96d78|96u78|32d83|32u83|368dBACKSPACE|88uBACKSPACE|9dSPACE|103uSPACE|104d65|107u65|93d83|64u83|63dSPACE|89uSPACE|120d77|139u77|61d89|57u89|100dSPACE|123uSPACE|88d79|80d87|15u79|89u87|72d78|128u78|6dSPACE|89uSPACE|153d79|80d82|24u79|63u82|146d71|6d73|80u71|32u73|121d73|89u73|111d78|32d65|80u78|7u65|226d76|71dSPACE|26u76|88uSPACE|269dBACKSPACE|73uBACKSPACE|112dBACKSPACE|96uBACKSPACE|72dBACKSPACE|103uBACKSPACE|81dBACKSPACE|87uBACKSPACE|89dBACKSPACE|98uBACKSPACE|119dBACKSPACE|120uBACKSPACE|502dBACKSPACE|104uBACKSPACE|193d73|136u73|703d71|81u71|4d73|83u73|115d78|97u78|4d65|99u65|79d76|71dSPACE|23u76|90uSPACE|455d87|120u87|23d79|112u79|8d82|104u82|56d75|112u75|33dSPACE|103uSPACE|232d67|88u67|16d79|96u79|120d77|97u77|147d80|84u80|88d76|57d69|63u76|64u69|136d84|120d69|64u84|57u69|95d68|64u68|81dSPACE|147uSPACE|60d73|90u73|110d78|64dSPACE|59u78|54uSPACE|103d65|71u65|157d67|61u67|79d67|98u67|47d79|103d82|8u79|88u82|120d68|112u68|34d65|110u65|106d78|101u78|9d67|96d69|64u67|48u69|24dSPACE|99uSPACE|85d87|104u87|10d73|111u73|47d84|88u84|24d72|28dSPACE|77u72|16d84|72uSPACE|34u84|93d72|73d69|31u72|64u69|80dSPACE|88uSPACE|160dRSHIFT|104d67|47uRSHIFT|50u67|80d79|110u79|105d85|73d82|40u85|40u82|167d83|87u83|129d69|71u69|67d82|69u82|177d65|80u65|58dSPACE|78uSPACE|144dRSHIFT|672d72|71u72|40uRSHIFT|169d79|112u79|217d78|128d79|64u78|46u79|58d82|72u82|87dSPACE|97uSPACE|111dRSHIFT|106d67|114uRSHIFT|19u67|152d79|89d68|31u79|58u68|105d69|111u69|22d190|113u190|519dRSHIFT|89dTAB,"50.253.16.53, 216.137.32.8"
7438188,1718960,14/07/15 06:19,0,0,0,8514456,7438188,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-14 02:19:21|0d73|80u73|31uRSHIFT|296dSPACE|33uSPACE|96dSPACE|72uSPACE|752dBACKSPACE|88uBACKSPACE|87dBACKSPACE|113uBACKSPACE|240dSPACE|167uSPACE|8d67|113d69|39u67|113u69|72d82|136u82|96d84|96u84|40d73|128u73|64d70|136u70|136d89|120u89|48dSPACE|111uSPACE|153d84|136u84|96d72|88d73|72u72|63u73|1057d83|96u83|48dSPACE|136uSPACE|40d83|103u83|8d85|113u85|200d66|80u66|88d77|87u77|120d73|105d83|16u73|72u83|96d83|96d73|16u83|63d79|72u73|40u79|113d78|103u78|177dSPACE|88uSPACE|200d65|104u65|80d83|103u83|32dSPACE|97uSPACE|152d77|79u77|113d89|71u89|40dSPACE|113uSPACE|63d79|97u79|7d87|96u87|33d78|79dSPACE|16u78|88uSPACE|113d79|104d82|55u79|34u82|111d73|103d71|8u73|80u71|41d73|87u73|145d78|95u78|8d65|112u65|137d76|88u76|15dSPACE|137uSPACE|672d87|112d79|3u87|101u79|16d82|104u82|104d75|56dSPACE|23u75|88uSPACE|112d67|65d79|40u67|31u79|121d77|88u77|208d80|79u80|113d76|88d69|6u76|97u69|145d84|152d69|39u84|120u69|121d68|79u68|32dSPACE|144uSPACE|65d73|111u73|121d78|48dSPACE|47u78|64uSPACE|257d65|103u65|225d67|87u67|89d67|103u67|121d79|103u79|96d82|104u82|97d68|103u68|145d65|119u65|33d78|95u78|40d67|177d69|31u67|88u69|33dSPACE|111uSPACE|33d87|120d73|2u87|125u73|8d84|120u84|24dSPACE|8d72|88u72|8d84|57uSPACE|63u84|40d72|112d69|2u72|77u69|41dSPACE|79uSPACE|178dBACKSPACE|250dBACKSPACE|33dBACKSPACE|34dBACKSPACE|33dBACKSPACE|34dBACKSPACE|31uBACKSPACE|641d72|80dSPACE|55u72|64uSPACE|105d84|87u84|24d72|96u72|32d69|88u69|32dSPACE|120uSPACE|32dRSHIFT|97d67|55uRSHIFT|56u67|73d79|95u79|121d85|63d82|48u85|72u82|161d83|103u83|96d69|88u69|81d82|79u82|184d65|96u65|97dSPACE|95uSPACE|120dRSHIFT|305d72|95u72|16uRSHIFT|112d79|96u79|257d78|128d79|55u78|64u79|8d82|96u82|25dSPACE|95uSPACE|79dRSHIFT|81d67|96u67|7uRSHIFT|114d79|111u79|8d68|88u68|112d69|80u69|57d190|79u190,NULL
7455487,1718960,15/07/15 03:39,0,0,0,8534572,7455487,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-14 23:39:30|0d73|79u73|40uRSHIFT|24dSPACE|145uSPACE|7d67|104d69|48u67|96u69|106d82|119u82|120d84|87u84|160d73|89u73|88d70|111u70|153d89|96u89|120dSPACE|127uSPACE|40d84|96u84|17d72|88d73|64u72|71u73|24d83|89u83|39dSPACE|113uSPACE|23d83|97d85|23u83|97u85|144d66|79u66|249d77|103u77|137d73|87u73|8d83|96u83|89d83|88u83|7d73|97d79|39u73|56u79|89d78|88dSPACE|15u78|88uSPACE|49d65|119u65|72d83|81u83|31dSPACE|113uSPACE|15d77|97d89|7u77|96u89|81dSPACE|88uSPACE|32d79|119u79|24d87|105u87|15d78|96u78|33dSPACE|80uSPACE|119d79|72d82|24u79|73u82|80d73|40d71|63u73|40u71|89d73|104u73|128d78|87u78|8d65|105u65|200d76|112u76|4dSPACE|91uSPACE|257d87|96u87|15d79|113u79|3d82|124u82|8d75|104u75|24dSPACE|104uSPACE|368d67|97d79|23u67|72u79|121d77|87u77|184d80|89u80|103d76|89u76|23d69|120u69|224d84|113d69|71u84|88u69|56d68|104u68|49dSPACE|127uSPACE|48d73|96u73|120d78|56dSPACE|48u78|88uSPACE|217d65|119u65|193d67|87u67|112d67|89u67|40d79|111u79|25d82|88u82|95d68|88u68|169d65|95u65|16d78|88u78|49d67|104d69|23u67|80u69|25dSPACE|111uSPACE|65d87|96d73|15u87|104u73|40d84|88u84|56d72|16dSPACE|64u72|8d84|104u84|16uSPACE|289d72|64d69|39u72|48u69|240dSPACE|112uSPACE|104dRSHIFT|56d67|96u67|8uRSHIFT|136d79|121u79|111d85|65d82|47u85|64u82|120d83|120u83|145d69|47u69|24d82|200u82|184d65|112u65|73dSPACE|87uSPACE|112dRSHIFT|168d72|88u72|88uRSHIFT|128d79|136u79|129d78|160d79|63u78|48d82|24u79|56u82|176dRSHIFT|145dSPACE|111uSPACE|232d67|128uRSHIFT|3u67|150d79|95u79|48d68|72u68|104d69|112u69|8d190|104u190,NULL
7455571,1718960,15/07/15 03:45,0,0,0,8534664,7455571,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-14 23:45:30|0d73|151u73|40uRSHIFT|66dSPACE|143uSPACE|72d67|96d69|39u67|152u69|40d82|153u82|112d84|88u84|96d73|88u73|64d70|104u70|160d89|111u89|105dSPACE|96uSPACE|256d84|88u84|72d72|88u72|256d73|104d83|23u73|72u83|17dSPACE|120uSPACE|80d83|96u83|32d85|104u85|160d66|96u66|224d77|104u77|152d73|88u73|7d83|97u83|119d83|65d73|7u83|97d79|23u73|56u79|105d78|88dSPACE|39u78|64uSPACE|65d65|111u65|97d83|79u83|56dSPACE|80uSPACE|57d77|112u77|39d89|56u89|113dSPACE|95uSPACE|42d79|135u79|96d87|79u87|145dSPACE|80uSPACE|352dBACKSPACE|87uBACKSPACE|202d78|79u78|33dSPACE|95uSPACE|120d79|72d82|31u79|80u82|57d73|112u73|7d71|97u71|31d73|89u73|120d78|95u78|8d65|80u65|128d76|64dSPACE|48u76|72uSPACE|113d87|88u87|24d79|111u79|17d82|96u82|31d75|105u75|23dSPACE|88uSPACE|353d67|95u67|8d79|96u79|129d77|87u77|161d80|87u80|96d76|112u76|16d69|97u69|183d84|121d69|72u84|31u69|121d68|103u68|64dSPACE|97uSPACE|47d73|105u73|120d78|88dSPACE|23u78|88uSPACE|225d65|103u65|153d67|71u67|105d67|71u67|40d79|121u79|4d82|75u82|129d68|64u68|167d65|97u65|23d78|112u78|16d67|89d69|15u67|89u69|16dSPACE|96uSPACE|160d87|103u87|56d73|104u73|121d84|96u84|55d72|80dSPACE|16u72|88uSPACE|65d84|88d72|3u84|92u72|57d69|63u69|72dSPACE|72uSPACE|24dRSHIFT|105d67|63uRSHIFT|40u67|65d79|119u79|105d85|64d82|31u85|72u82|153d83|39u83|32d83|24u83|104d69|97u69|96d82|88u82|200d65|56u65|312dBACKSPACE|120uBACKSPACE|112dBACKSPACE|55uBACKSPACE|113dBACKSPACE|79uBACKSPACE|73dBACKSPACE|87d69|8uBACKSPACE|129u69|80d82|79u82|417d65|79u65|57dSPACE|95uSPACE|8dRSHIFT|216d72|65u72|39uRSHIFT|104d79|120u79|137d78|151d79|89u78|23d82|48u79|33u82|72dSPACE|96uSPACE|63dRSHIFT|65d67|79uRSHIFT|7u67|138d79|95u79|49d68|64u68|120d69|87u69|16d190|80u190,NULL
7761366,1718960,28/07/15 23:50,0,0,0,8884545,7761366,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-29 01:50:02|0d73|87u73|48uRSHIFT|40dSPACE|119uSPACE|89d67|112d69|48u67|127u69|41d82|160u82|107d84|94u84|176d73|103u73|177d70|79u70|80d89|87u89|60dSPACE|93uSPACE|585d84|102u84|34d72|111d73|63u72|26d83|23u73|64u83|73dSPACE|94uSPACE|57d83|74u83|15d85|102u85|273d77|95u77|393dBACKSPACE|79uBACKSPACE|153d66|72u66|209d77|95u77|113d73|95d83|9u73|63u83|96d83|79u83|9d73|80d79|47u73|57u79|73d78|95dSPACE|15u78|88uSPACE|73d65|103u65|81d83|81u83|80dSPACE|54uSPACE|17d77|88d89|27u77|68u89|106dSPACE|79uSPACE|32d79|113u79|31d87|89u87|40d78|96u78|46dSPACE|81uSPACE|116d79|68d82|40u79|57u82|87d73|56d71|47u73|40u71|81d73|80u73|120d78|57d65|23u78|71u65|145d76|96u76|8dSPACE|87uSPACE|65d87|89u87|32d79|94u79|8d82|104u82|65d75|71u75|40dSPACE|89uSPACE|104d67|97u67|7d79|96u79|131d77|76u77|186d80|104u80|80d76|79d69|25u76|78u69|122d84|136d69|39u84|96u69|88d68|79u68|49dSPACE|103uSPACE|26d73|102u73|113d78|72dSPACE|23u78|72uSPACE|192d65|105u65|136d67|89u67|95d67|89u67|47d79|104u79|23d82|89u82|88d68|104u68|137d65|95u65|31d78|121u78|9d67|87d69|15u67|98u69|47dSPACE|72uSPACE|71d87|89d73|3u87|102u73|87d84|81u84|18d72|116u72|225dSPACE|111uSPACE|24d84|96u84|25d72|87u72|24d69|80u69|65dSPACE|103uSPACE|65dRSHIFT|121d67|94u67|40uRSHIFT|154d79|110u79|106d85|71d82|39u85|48u82|137d83|104u83|112d69|87u69|73d82|79u82|185d65|87u65|73dSPACE|65uSPACE|102dRSHIFT|426d72|63u72|63uRSHIFT|93d79|92u79|217d78|143d79|50u78|45d82|8u79|81u82|71dSPACE|80uSPACE|113dRSHIFT|96d67|95u67|8uRSHIFT|138d79|86u79|41d68|57u68|112d69|95u69|304d190|120u190,NULL
7761391,1718960,28/07/15 23:52,0,0,1,8884570,7761391,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-29 01:50:59|0d73|97u73|110uRSHIFT|129dSPACE|127uSPACE|3161d67|87u67|568d69|96u69|857d82|104u82|296d84|72u84|480d73|95u73|537d70|88u70|399d89|81u89|432dSPACE|119uSPACE|753d84|80u84|1167d72|64u72|440d73|56u73|624d83|56u83|705dSPACE|120uSPACE|495d83|96u83|576d85|72u85|360d66|91u66|368d77|77u77|312d73|64u73|633d83|87u83|113d83|95u83|761d73|95u73|216d79|72u79|456d78|89u78|383dSPACE|128uSPACE|1152d65|112u65|169d83|95u83|416dSPACE|40uSPACE|1905d77|71u77|424d89|73u89|312dSPACE|87uSPACE|490d79|102u79|633d87|103u87|696d78|65u78|215dSPACE|71uSPACE|505d79|72u79|560d82|65u82|568d73|79u73|512d71|64u71|448d73|72u73|448d78|88u78|664d65|80u65|968d76|55u76|395dSPACE|54uSPACE|520d87|64u87|752d79|80u79|713d82|103u82|656d75|88u75|936dSPACE|112uSPACE|745d67|94u67|577d79|103u79|218d77|111u77|424d80|88u80|193d76|70u76|634d69|79u69|319d84|73u84|289d69|86u69|177d68|96u68|345dSPACE|159uSPACE|513d73|79u73|423d78|80u78|217dSPACE|79uSPACE|632d65|65u65|408d67|80u67|136d67|79u67|633d79|64u79|681d82|78u82|225d68|87u68|329d65|104u65|544d78|96u78|424d67|96u67|296d69|88u69|914dSPACE|117uSPACE|706d87|71u87|801d73|87u73|474d84|62u84|336d72|64u72|303dSPACE|96uSPACE|355d84|70u84|257d72|63u72|831d69|57u69|473dSPACE|95uSPACE|383dRSHIFT|41uRSHIFT|95dRSHIFT|401d67|127uRSHIFT|16u67|681d79|88u79|264d85|87u85|416d82|81u82|288d83|80u83|199d69|88u69|193d82|111u82|312d65|97u65|256dSPACE|111uSPACE|1112dRSHIFT|1232d72|88u72|40uRSHIFT|1090d79|102u79|384d78|168u78|32d79|105u79|495d82|80u82|168dSPACE|136uSPACE|560dRSHIFT|592d67|91u67|61uRSHIFT|552d79|72u79|472d68|64u68|136d69|72u69|698d190|63u190,NULL
7778366,1718960,29/07/15 21:39,0,0,1,8904418,7778366,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,i certify this submission as my own original work completed in accordance with the coursera honor code,2015-07-29 23:38:16|0d73|8u73|2224dSPACE|40uSPACE|960d67|40u67|1401d69|47u69|705d82|63u82|577d84|47u84|665d73|39u73|761d70|55u70|576d89|64u89|857dSPACE|63uSPACE|865d84|47u84|585d72|39u72|553d73|31u73|1889d83|55u83|609dSPACE|55uSPACE|1417d83|47u83|729d85|71u85|432d66|48u66|504d77|63u77|394d73|63u73|712d83|72u83|377d83|63u83|857d73|79u73|336d79|64u79|672d78|56u78|1920dSPACE|56uSPACE|816d65|56u65|384d83|56u83|1024dSPACE|32uSPACE|1911d77|41u77|576d89|63u89|432dSPACE|48uSPACE|1193d79|56u79|664d87|64u87|640d78|48u78|576dSPACE|64uSPACE|568d79|56u79|567d82|32u82|657d73|48u73|432d71|71u71|450d73|62u73|385d78|64u78|560d65|56u65|648d76|47u76|393dSPACE|63uSPACE|1553d87|56u87|680d79|39u79|505d82|55u82|537d75|55u75|393dSPACE|55uSPACE|385d67|54u67|570d79|64u79|232d77|63u77|401d80|64u80|184d76|55u76|512d69|80u69|296d84|80u84|209d69|79u69|161d68|71u68|897dSPACE|63uSPACE|729d73|47u73|249d78|39u78|273dSPACE|63uSPACE|536d65|64u65|401d67|79u67|137d67|71u67|585d79|55u79|449d82|63u82|153d68|71u68|209d65|63u65|497d78|63u78|313d67|87u67|161d69|80u69|360dSPACE|87uSPACE|641d87|79u87|497d73|55u73|297d84|79u84|337d72|70u72|434dSPACE|71uSPACE|545d84|63u84|201d72|63u72|448d69|64u69|337dSPACE|71uSPACE|225d67|63u67|544d79|48u79|233d85|55u85|336d82|40u82|200d83|72u83|169d69|79u69|192d82|72u82|201d65|62u65|345dSPACE|64uSPACE|296d72|64u72|376d79|56u79|273d78|63u78|368d79|56u79|425d82|46u82|345dSPACE|72uSPACE|209d67|47u67|505d79|47u79|472d68|72u68|105d69|71u69,NULL
7791560,1718960,30/07/15 15:32,0,0,0,8920213,7791560,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-30 17:32:36|0d73|71uRSHIFT|15u73|42dSPACE|111uSPACE|24d67|72d69|24u67|48u69|88d69|56u69|105d82|87u82|97d73|95u73|1257dBACKSPACE|87uBACKSPACE|88dBACKSPACE|64uBACKSPACE|73dBACKSPACE|87uBACKSPACE|97d82|111u82|370d84|94u84|25d73|111u73|48d70|96u70|352d89|48u89|168dSPACE|95uSPACE|170d84|79u84|40d72|89d73|39u72|64u73|25d83|47u83|72dSPACE|63uSPACE|57d83|97d85|14u83|89u85|144d66|87u66|193d77|88u77|136d73|49d83|23u73|64u83|96d83|72u83|31d73|80d79|57u73|40u79|104d78|73dSPACE|15u78|56uSPACE|104d65|112u65|80d83|72u83|40dSPACE|80uSPACE|7d77|97u77|7d89|80u89|73dSPACE|88uSPACE|56d79|88d87|16u79|80u87|48d78|88u78|40dSPACE|71uSPACE|113d79|56d82|40u79|39u82|80d73|41d71|48u73|7u71|89d73|96u73|88d78|96d65|3u78|69u65|137d76|79dSPACE|23u76|25uSPACE|215d87|89u87|7d79|113d82|7u79|65u82|40d75|72dSPACE|15u75|65uSPACE|128d67|80u67|7d79|97u79|88d77|96u77|129d80|86u80|81d76|72d69|24u76|56u69|112d84|96d69|56u84|57u69|598d68|89u68|88dSPACE|72uSPACE|15d73|105u73|96d78|80dSPACE|26u78|69uSPACE|58d65|79u65|120d67|72u67|80d67|80u67|55d79|105d82|23u79|65u82|96d68|72u68|160d65|96u65|56d78|88d67|7u78|72u67|33d69|72u69|24dSPACE|88uSPACE|80d87|88u87|7d73|121u73|15d84|112u84|49dSPACE|71d84|72uSPACE|97u84|7d72|81u72|232dBACKSPACE|96uBACKSPACE|72dBACKSPACE|88uBACKSPACE|72dBACKSPACE|71uBACKSPACE|89dSPACE|64uSPACE|15d72|80u72|273dBACKSPACE|87uBACKSPACE|97dBACKSPACE|64uBACKSPACE|104d72|88dSPACE|15u72|73uSPACE|16d84|72u84|88d72|40d69|23u72|48u69|73dSPACE|72uSPACE|88dRSHIFT|48d67|47uRSHIFT|33u67|80d79|104u79|111d85|57d82|31u85|57u82|152d83|80u83|96d69|79u69|73d82|72u82|152d65|56u65|71dSPACE|65dRSHIFT|8uSPACE|168d72|39u72|10uRSHIFT|399d79|23u79|369d78|136d79|64u78|7d82|16u79|56u82|65dSPACE|80uSPACE|120dRSHIFT|24d67|88uRSHIFT|32u67|104d79|96d68|16u79|39u68|89d69|80u69|3d190|77u190,NULL
7800104,1718960,31/07/15 00:30,0,0,0,8930318,7800104,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,I certify this submission as my own original work completed in accordance with the Coursera Honor Code.,2015-07-31 02:30:31|0d73|88u73|55uRSHIFT|257dSPACE|183uSPACE|705d67|120d69|15u67|209d82|31u69|128u82|209d84|103u84|17d73|120u73|111d70|113u70|233d89|118u89|273dSPACE|159uSPACE|289d84|119u84|97d72|72d73|54u72|65d83|7u73|96u83|74dSPACE|119uSPACE|7d83|105d85|7u83|121u85|136d66|120u66|209d77|111u77|129d73|88d83|15u73|64u83|89d83|103u83|20d73|77d79|39u73|49u79|80d78|103u78|161dSPACE|135uSPACE|89d65|111u65|201dSPACE|95uSPACE|320dBACKSPACE|73d83|6uBACKSPACE|89u83|41dSPACE|103uSPACE|25d77|95d89|15u77|97u89|105dSPACE|104d79|15uSPACE|104u79|57d87|111u87|24d78|128u78|8dSPACE|96uSPACE|97d79|80d82|47u79|64u82|65d73|96d71|22u73|33u71|73d73|95u73|97d78|88d65|6u78|129u65|81d76|103dSPACE|16u76|120uSPACE|247d87|106d79|23u87|96u79|40d82|104d75|7u82|105u75|48dSPACE|161uSPACE|64d67|111u67|7d79|89u79|121d77|87u77|200d80|128u80|105d76|95d69|16u76|120u69|168d84|152d69|32u84|96u69|249dSPACE|119uSPACE|280dBACKSPACE|104uBACKSPACE|9d68|95u68|97dSPACE|79uSPACE|104d73|96u73|112d78|72dSPACE|23u78|145uSPACE|64d65|112u65|256d67|88u67|73d67|103u67|57d79|119u79|97d82|55u82|440d68|104u68|240d65|112d78|15u65|89u78|88d67|120d69|32u67|80u69|64dSPACE|176uSPACE|96d87|104d73|23u87|113u73|32d84|167u84|8d72|89dSPACE|32u72|56d84|56uSPACE|40d72|16u84|72u72|48d69|104u69|48dSPACE|112uSPACE|88dRSHIFT|144d67|72uRSHIFT|48u67|88d79|88u79|168d85|72d82|48u85|56u82|160d83|184u83|96d69|120u69|80d82|79u82|249d65|136u65|88dSPACE|96uSPACE|7dRSHIFT|184d72|89u72|160uRSHIFT|144d79|128u79|144d78|168d79|72u78|32u79|7d82|120u82|41dSPACE|119uSPACE|57dRSHIFT|136d67|87uRSHIFT|33u67|96d79|120u79|32d68|80u68|96d69|104u69|7d190|97u190,NULL
